ClientID,Nom,Prénom,Email,Téléphone,Adresse,Ville,CodePostal,Pays,DateNaissance,Âge,Sexe,NuméroCarteCrédit,TypeCarteCrédit,DateExpirationCarte,SoldeCompte,TypeClient,NombreAchats,MontantTotalAchats,DernierAchat,ProduitPréféré,CatégorieProduitPréféré,FréquenceAchatMensuel,PanierMoyen,ScoreFidélité,NombreRemboursements,MontantTotalRemboursé,AvisClient,AbonnementNewsletter,TypePaiementFavori,StatutCompte
e48b89db-4012-4f32-b5c2-98c0c2486f05,Cain,Adam,jennifer51@boyd-perry.info,3586563419,"8281 Jennifer Stravenue Suite 518, Kaylaburgh, DE 52086",Port Tom,77414,Latvia,1987-05-15,38,F,503868781207,American Express,08/28,2943.32,Entreprise,6,1459.47,2023-07-17,around,Maison,2,243.25,4,3,206.41,Neutre,True,Cryptomonnaie,Actif
1090b991-b792-4e39-9faf-cdbb8a5ec81d,Peterson,Leah,breannagriffin@hernandez-wilson.net,0009589926,"USS Nguyen, FPO AP 84784",South Carlville,04458,French Guiana,1957-01-02,68,F,180012873967704,VISA 16 digit,10/27,3713.89,Particulier,20,6689.59,2024-09-23,know,Électronique,0,334.48,34,5,594.05,Très satisfait,False,Paypal,Actif
97067eb4-d7cc-4d6c-8a3f-5288c6688e9c,Medina,Jennifer,bgeorge@gutierrez-jones.org,+1-386-318-7567,"779 Johnson Union Apt. 948, Kristinamouth, AL 77169",East Thomas,53209,Denmark,1975-02-04,50,M,6597691359953140,VISA 19 digit,06/32,3897.18,Particulier,19,241.69,2023-07-27,assume,Maison,9,12.72,29,0,0.0,Mécontent,True,Carte bancaire,Actif
6c9fc01f-5026-4529-bd29-fe758c79edb2,Parker,Amy,aaronbrown@knight.info,001-889-531-9027x87722,"4132 Nancy Loop Apt. 828, Webbfort, HI 67187",Lake Becky,82390,Australia,1946-03-09,79,F,4504782246697792844,Maestro,09/28,2713.94,Entreprise,16,5922.37,2023-07-13,prepare,Alimentation,8,370.15,22,3,126.32,Satisfait,False,Paypal,Inactif
a3253e90-3275-45e2-a43c-afb365f4bd80,Simmons,Arthur,josephsmith@burns.info,+1-284-422-2939x05099,"5750 Keller Track Apt. 163, Mccarthyfurt, OK 98050",North Davidberg,75355,Bangladesh,1965-03-25,60,F,4305607513675104,JCB 16 digit,08/28,170.29,Particulier,4,444.67,2023-12-04,identify,Sport,3,111.17,36,0,0.0,Très mécontent,True,Carte bancaire,Actif
d4cd591f-6c6b-4ba4-a160-e0e375496a34,Gregory,Christopher,michael86@harper-potter.org,001-722-761-2285x150,"22030 Murphy Forge Suite 494, Wilsonville, IL 21584",East Christinaland,58053,Chile,2005-07-19,20,M,5166434799174800,JCB 16 digit,02/28,4892.01,Entreprise,0,0.0,2024-06-30,smile,Mode,6,0.0,43,3,139.72,Très mécontent,False,Virement,Inactif
56d68ed5-aaf7-4536-9482-7154d50161a0,Lewis,Linda,bberger@yahoo.com,001-195-415-4920x4527,"4852 Jean Heights Apt. 519, Port Brandon, WY 77245",New Tracy,32336,France,1974-09-26,51,M,213167637463043,Mastercard,01/30,3613.14,Entreprise,0,0.0,2025-02-06,with,Alimentation,3,0.0,81,3,262.16,Mécontent,True,Carte bancaire,Actif
b542e9a8-c89f-41c2-92cd-759ec9585832,Boyd,James,fgilbert@yahoo.com,470.432.9635x85201,"57229 Richard Estates Apt. 945, Kimland, MS 18814",West Christophertown,64697,Holy See (Vatican City State),2001-07-24,24,F,3555620154588196,VISA 13 digit,06/32,4694.85,Particulier,16,3817.39,2024-04-22,various,Mode,6,238.59,54,4,496.02,Mécontent,True,Paypal,Suspendu
9d4aa93d-7a35-45b6-84ef-195bc0f6f8fd,Duffy,Ronald,ehines@hotmail.com,836.517.3659,"01945 Simmons Turnpike Apt. 240, West Vanessa, AR 83288",North Kathleenchester,16474,Turkmenistan,1948-02-06,77,M,343650828463248,American Express,12/28,4770.02,Particulier,4,524.5,2023-09-26,several,Sport,9,131.12,45,3,454.83,Neutre,False,Cryptomonnaie,Actif
89498ad3-393d-4680-a62c-ca5f1be5faea,Robinson,Jason,qmontgomery@powers.com,984-936-3938,"625 Flores Estate Apt. 862, East Anthonyton, WY 27546",Lake Kathleenview,20009,Guadeloupe,1985-05-21,40,M,340808343312570,JCB 15 digit,09/34,4819.17,Entreprise,20,3557.55,2024-05-29,moment,Maison,7,177.88,16,3,571.12,Très mécontent,False,Carte bancaire,Suspendu
acc943f1-2767-4817-b3fa-2493e29bd572,Phillips,Philip,tashaphillips@gilbert.com,788-863-2575,"Unit 3437 Box 6831, DPO AP 97151",South Michaelchester,59082,Albania,1991-08-14,34,M,213156721449539,JCB 16 digit,08/30,2482.1,Entreprise,12,4860.28,2023-05-26,analysis,Électronique,2,405.02,89,4,409.32,Neutre,False,Cryptomonnaie,Inactif
ef935964-af95-4735-9bc4-7a0447c37534,Williams,Craig,deborahbrooks@hotmail.com,001-953-793-3224,"7749 Alvarez Oval, West Ericview, NV 99365",Henryburgh,00600,Mexico,2003-06-05,22,M,3586755371781225,JCB 16 digit,04/32,1930.94,Entreprise,17,1505.32,2023-02-21,social,Électronique,10,88.55,16,0,0.0,Neutre,False,Virement,Actif
94dc9d2a-aa31-43f6-a2b0-ff2b0ba82a64,Prince,Henry,jenniferdominguez@hotmail.com,+1-796-770-2972x01088,"787 Terri Isle, Davischester, DE 19998",Lawrencetown,30754,San Marino,2005-05-09,20,F,373529296043430,VISA 16 digit,08/28,4587.04,Entreprise,12,5437.94,2025-01-17,choice,Électronique,3,453.16,74,4,55.1,Neutre,False,Cryptomonnaie,Inactif
bc60678f-1f41-4039-88a5-853daa307726,Wood,Anna,holmesdillon@rowe.com,722-210-8829x028,"729 Rebecca Hollow Apt. 843, Hallborough, NY 16989",Jillfurt,77513,Monaco,1973-07-11,52,F,4616001375415607,Mastercard,10/31,3255.53,Entreprise,9,56.48,2024-04-26,international,Mode,7,6.28,50,4,713.17,Mécontent,True,Virement,Inactif
c85956e6-af14-4847-8610-02050cc70683,Green,Christopher,lisathomas@gmail.com,001-605-365-6285x106,"6261 Bishop Common, Perryburgh, MN 31734",Candiceland,56121,Morocco,1992-02-13,33,F,348256315442300,VISA 16 digit,10/31,155.22,Particulier,2,55.39,2024-03-20,still,Maison,7,27.7,65,5,916.4,Mécontent,False,Cryptomonnaie,Inactif
5ed2e519-3ab3-481e-a646-22027a39dc36,Stevenson,Linda,douglasmiddleton@hotmail.com,+1-667-165-0598x7752,"8453 Mccarthy Plaza, Troyborough, MT 40684",New Barbarashire,24171,Cameroon,1960-08-14,65,F,4963294599898133,JCB 16 digit,07/33,3085.1,Entreprise,13,4813.02,2023-03-11,land,Mode,10,370.23,34,4,670.28,Mécontent,True,Paypal,Actif
3e7e3c2c-3308-44a2-8e3c-4b6b2698828d,Herrera,Robert,jeffrey68@gmail.com,437-067-6255x114,"77145 Jason Summit Apt. 757, Boonefort, IA 36349",North Chadstad,45242,Macao,1938-06-07,87,M,4086525866462091,Maestro,01/30,4513.3,Entreprise,6,659.5,2024-04-28,look,Maison,1,109.92,81,0,0.0,Mécontent,True,Cryptomonnaie,Actif
03db36a0-af06-4c9c-9835-48b07a77a378,Love,Lisa,christopher86@davis.net,324-577-6653,"91274 Henry Corner, Wilsonfort, SD 48633",Curtisfurt,05465,Bahrain,1998-12-28,27,M,38322257209837,VISA 16 digit,04/30,3914.94,Particulier,20,275.69,2024-08-18,board,Maison,3,13.78,93,2,125.64,Mécontent,True,Paypal,Actif
2b18408a-0e70-48ba-b732-ea0cf5762cdf,Rodriguez,Drew,gbaker@browning.com,(224)151-7015x91482,"Unit 0154 Box 6684, DPO AE 07410",Barnesview,00908,French Guiana,1955-09-16,70,M,4661298765571007,Diners Club / Carte Blanche,08/30,4722.74,Entreprise,15,7305.75,2024-08-12,group,Électronique,1,487.05,29,0,0.0,Neutre,False,Cryptomonnaie,Inactif
6dae0b9e-f0a8-4157-89ef-161f7f0b7588,Clarke,Mary,hammondcynthia@hotmail.com,698-931-6770,"6168 Fox Knolls, Johnnymouth, MD 28036",Port Emily,16659,Fiji,1996-11-21,29,M,2237136612093032,American Express,09/25,1409.84,Particulier,5,973.97,2024-11-06,particularly,Électronique,5,194.79,62,4,301.24,Satisfait,True,Paypal,Actif
daa64ed9-e016-48ab-8ca8-e356af75cd82,Hall,Jacqueline,brandonwilson@juarez.com,390.931.3555x759,"9374 Carter Motorway Apt. 575, Meganborough, MA 18700",West Maria,32746,Saint Barthelemy,1995-01-11,30,F,4150349759088646237,JCB 15 digit,04/32,3899.87,Particulier,14,5332.56,2024-05-20,impact,Mode,6,380.9,88,4,408.94,Très satisfait,False,Paypal,Inactif
d0cea388-a5b2-4cbf-a5ae-74a716f51cf2,Russell,Melissa,cooperaustin@yahoo.com,239-082-8598,"04568 Brittany Cape, Nortonton, VT 74977",New Elizabeth,99785,Liberia,1941-05-12,84,M,30530785714510,JCB 16 digit,05/26,307.11,Entreprise,13,5611.41,2024-10-18,risk,Mode,7,431.65,43,1,5.78,Très mécontent,False,Carte bancaire,Actif
a0673581-169a-46cf-8a47-24721643644d,Mcintosh,Kenneth,fernandezgrace@houston.com,031-892-0107x89157,"96147 Perez Plains Suite 645, Laurenport, FL 21656",North John,72983,Barbados,1967-02-23,58,M,3503647044831281,VISA 13 digit,04/25,4296.74,Entreprise,8,2248.87,2023-11-02,support,Sport,1,281.11,57,1,57.46,Neutre,False,Carte bancaire,Actif
26bcc3d9-b2d2-4ec4-8a54-0035e84007d7,Bowers,Katrina,hofelicia@morrison.biz,589-317-8931,"39057 Montgomery Drives, South Patriciaport, MI 05999",North Kylie,32072,Sweden,2000-07-28,25,F,30404138754104,VISA 13 digit,03/30,1406.55,Particulier,18,6207.74,2024-11-25,contain,Maison,4,344.87,83,0,0.0,Satisfait,True,Carte bancaire,Suspendu
5b972f53-51af-462f-9846-129a4ed559cd,Rodgers,Anthony,brookewhitehead@fuentes.com,601.827.4172,"93468 Townsend Wells, Smithburgh, WY 23619",Mcfarlandborough,58187,Iran,1950-09-06,75,M,30210918769166,VISA 19 digit,12/27,1723.53,Entreprise,5,1587.55,2024-03-05,strategy,Sport,0,317.51,61,3,217.9,Satisfait,False,Cryptomonnaie,Suspendu
44e930a6-d839-4527-8fbf-4dbb3140c508,Shaffer,Kevin,vking@sparks-martinez.com,+1-699-767-0884,"462 Cunningham Road, South Jasmineview, VA 45656",West Katherine,25654,Tuvalu,1953-12-13,72,F,6595535343870609,VISA 16 digit,03/30,2294.32,Entreprise,12,3676.91,2023-09-21,economic,Maison,1,306.41,26,3,241.76,Très mécontent,False,Cryptomonnaie,Actif
508f18e4-4bd5-4853-92d5-5e28e3c78af1,Campbell,Joshua,xdiaz@odonnell-hawkins.com,073.146.2576,"2484 Wright Common Apt. 310, New Joshua, MS 72560",South Michaelfurt,76229,Norway,1961-10-22,64,M,3516655335974269,VISA 16 digit,11/27,2703.33,Entreprise,13,4427.88,2024-05-12,democratic,Sport,8,340.61,63,3,82.12,Satisfait,False,Cryptomonnaie,Actif
ee92ea0d-37dc-4a36-adcb-4943c55e6c0a,Price,James,jeremyramos@yahoo.com,(884)897-5008x06225,"495 Gerald Islands Apt. 208, South Wendy, TN 36974",Jessicachester,73490,Greenland,1967-09-30,58,M,4895192891549268000,JCB 15 digit,06/30,1374.79,Entreprise,8,2047.15,2024-11-04,partner,Maison,8,255.89,33,2,308.28,Mécontent,False,Carte bancaire,Actif
9fad6df9-064b-408e-85c8-7dee2f9c5551,Price,Melanie,zacharygarner@briggs.com,001-179-275-3340x92809,"USS Andrews, FPO AP 21452",East Victoria,20173,Italy,2000-08-24,25,F,4270692882976821,JCB 15 digit,05/30,1094.04,Entreprise,14,4409.59,2024-05-18,mind,Alimentation,10,314.97,14,3,591.97,Mécontent,False,Virement,Actif
89e7ac00-b096-4634-95bd-139b732d8218,Walter,Kelly,waynebrown@bishop-murphy.biz,6396998194,"389 Floyd Prairie, Lake Brendan, VA 97476",Port John,47816,New Caledonia,1987-11-22,38,M,30325974664281,VISA 16 digit,08/27,4840.8,Particulier,6,499.47,2024-01-07,receive,Sport,9,83.25,3,3,91.34,Satisfait,True,Carte bancaire,Actif
8d1227ea-c768-4328-89cf-7e947265c073,Valentine,Rachel,wendy91@hotmail.com,669.029.3187x8480,"251 Jones Terrace, Donaldtown, PA 98594",Jenningsstad,10071,Belarus,1991-07-24,34,F,3500511921379041,VISA 16 digit,05/25,4467.8,Entreprise,1,301.55,2023-02-23,subject,Sport,3,301.55,79,1,72.96,Satisfait,True,Carte bancaire,Suspendu
c2805702-4080-455c-989e-537a45007ccc,Porter,Denise,robert25@hotmail.com,+1-336-130-5611x0228,"70398 Barton Green Suite 986, North Michelle, WA 05907",New Kathleen,29172,Cook Islands,1974-05-28,51,F,4920387200751949,American Express,03/30,633.82,Particulier,15,4618.89,2024-08-04,successful,Maison,3,307.93,20,2,368.59,Satisfait,False,Paypal,Inactif
adaa0faf-d95c-4821-831e-03b663b6b999,Brown,Joshua,ramosmichael@gmail.com,086-279-4669x338,"01010 Collins Gardens, Johnsonport, WY 06533",Lake Williamchester,57818,Latvia,1992-05-26,33,F,4318506200915143,VISA 19 digit,08/34,2964.23,Entreprise,19,1393.31,2024-07-07,safe,Mode,10,73.33,16,0,0.0,Mécontent,False,Carte bancaire,Inactif
f3fd687d-2cbb-4ef3-90ad-cdb8636abc1c,Perkins,Robert,kurtrosario@bennett.com,629.624.7539x263,"017 Hutchinson Glens, East Alexandra, MA 00665",Lake Robert,07112,Sao Tome and Principe,1988-09-06,37,F,375398556520372,JCB 15 digit,05/27,897.83,Particulier,13,3304.57,2023-04-01,building,Sport,7,254.2,96,2,152.56,Neutre,False,Paypal,Inactif
905a5a7a-7e03-499e-918a-3d2a21721f51,Gilmore,Kathryn,thompsonjamie@hotmail.com,587-309-0592,"3304 Deborah View, Bobbyland, IA 17378",Lake John,59854,Kazakhstan,1966-06-05,59,F,639030215185,VISA 16 digit,11/29,4678.87,Entreprise,20,2587.96,2023-11-03,artist,Sport,7,129.4,58,2,325.14,Très mécontent,True,Virement,Suspendu
a9fb19f6-898d-46f1-891f-e388cd906014,Kaufman,Daniel,lauriewells@parker.net,116-736-3926,"143 Barry Motorway Suite 416, Leonhaven, AR 52179",West Juan,87935,Austria,1998-12-03,27,F,30427241937266,Discover,01/27,4709.71,Entreprise,6,1711.07,2024-04-07,collection,Sport,5,285.18,26,5,151.82,Mécontent,False,Virement,Suspendu
d0ee6586-75b8-4b77-9c4a-f9aff67c3da5,Davidson,Christopher,moralesolivia@yahoo.com,641.190.4545,"866 Michael Fields, Tapiashire, WA 33131",Robinsonfort,78577,Jordan,1959-12-19,66,F,561341905520,VISA 13 digit,11/27,1085.31,Particulier,13,2616.84,2023-08-24,true,Maison,3,201.3,35,0,0.0,Mécontent,True,Virement,Inactif
0f9b9b72-30ba-4af3-9227-7cb838a80600,Tanner,Becky,plee@vargas.com,464.719.5324x464,"271 Page Wall Apt. 687, Ebonyfurt, CO 95840",East Michaelshire,26589,Falkland Islands (Malvinas),1984-01-24,41,M,4393005381761507,Diners Club / Carte Blanche,06/30,188.1,Entreprise,3,964.42,2025-01-19,way,Mode,3,321.47,71,3,260.4,Mécontent,False,Paypal,Suspendu
1c5f997c-ab2d-4d3f-8804-ab0cb32f26d7,Watkins,Steven,xhuynh@hotmail.com,181.302.7194x150,"98700 Lawson Mountain Suite 988, North Carltown, IL 26563",South Matthewton,01540,Libyan Arab Jamahiriya,1981-03-19,44,F,6559676320800260,Mastercard,07/25,4446.5,Entreprise,17,4352.34,2023-03-17,claim,Maison,1,256.02,82,4,794.04,Mécontent,True,Virement,Suspendu
337e1cac-46e7-4696-ae78-e9f506ce96c7,Nunez,Nicholas,rkim@gmail.com,820.723.2537x1901,"19246 White Flats Apt. 143, West Joshuashire, VA 42944",Pruittview,30662,Falkland Islands (Malvinas),1987-05-26,38,F,4149119481942615,Discover,09/34,828.34,Entreprise,8,2112.57,2024-05-15,police,Mode,10,264.07,8,5,253.53,Très satisfait,True,Cryptomonnaie,Actif
d3f47c5d-f9be-4d6a-b29c-93606e2380fe,Evans,Robin,janderson@gmail.com,7585640900,"8249 Marquez Brooks, Toddmouth, MA 71055",Danielbury,38491,Zambia,1982-06-24,43,F,5256931644682573,VISA 16 digit,09/34,3687.44,Entreprise,19,877.46,2024-02-26,tough,Maison,0,46.18,12,0,0.0,Satisfait,False,Paypal,Suspendu
f97e65df-5fe3-49b1-a7c0-1ca2dae4f379,Gray,Alison,ellen39@hood-cuevas.info,923.553.6767x497,"922 Christopher Club Suite 818, Leeview, NV 63191",East Chadton,09540,Venezuela,1953-02-25,72,M,4046515415458095,Mastercard,03/28,783.44,Entreprise,0,0.0,2024-12-01,plant,Mode,7,0.0,22,5,884.48,Satisfait,True,Virement,Inactif
69aa9583-7ab4-4e90-9d89-f7f5bdbedcea,Gibson,Jeffrey,cardenaselizabeth@yahoo.com,4907664930,"Unit 3129 Box 4915, DPO AP 12329",Tateshire,79765,Rwanda,1984-05-16,41,F,4598046635836807873,JCB 16 digit,03/28,4842.64,Particulier,11,4198.49,2024-04-14,decade,Mode,9,381.68,86,5,769.44,Très satisfait,True,Paypal,Suspendu
c034c697-61b1-4c11-8c77-61749a662bab,Salazar,Lindsey,grahamjohn@taylor-harrington.biz,956-415-5159x326,"26653 Williamson Points Apt. 732, Bradbury, OH 38234",Clarkmouth,56026,Bahrain,1951-07-06,74,F,30132214638822,VISA 16 digit,11/31,3731.89,Particulier,14,4949.45,2024-09-01,instead,Maison,1,353.53,95,3,183.94,Mécontent,False,Virement,Inactif
11d678af-fea7-41ed-b782-a0bc56e3bf3e,Schneider,Cynthia,steinthomas@harvey-estrada.com,395.975.9165,"0464 Brandon Fork, East Anthonyburgh, NH 90339",South Courtneyside,32395,Bouvet Island (Bouvetoya),2003-10-03,22,F,4998805219877857,VISA 16 digit,03/25,4090.25,Particulier,19,8778.64,2023-10-26,message,Mode,7,462.03,41,2,352.18,Très satisfait,True,Virement,Actif
cdf87418-dfc1-4455-b8e6-f0190ccf75f5,Williams,Terry,tara13@luna.com,(049)988-0076,"7592 Joseph Heights, Gabriellechester, ID 81404",Delacruzberg,91079,Gibraltar,1959-01-06,66,F,3559585316747590,Mastercard,10/34,1453.36,Particulier,20,2742.87,2025-02-10,region,Maison,10,137.14,70,2,226.96,Neutre,True,Cryptomonnaie,Suspendu
21f370aa-4e4b-4256-b287-0a117aa378b9,Dalton,Victoria,creed@gmail.com,001-053-153-6875x309,"9388 Mario Park Suite 915, Michellemouth, MD 65261",East Ernest,49875,Netherlands Antilles,1992-07-18,33,F,180077209674316,JCB 16 digit,05/30,1608.64,Particulier,12,3835.3,2023-04-22,establish,Maison,6,319.61,2,1,86.4,Neutre,True,Cryptomonnaie,Inactif
cbe15020-959d-444a-879e-8f5e5305e0fa,Hebert,Brandi,khudson@yahoo.com,605-895-7015x306,"USCGC Anderson, FPO AA 05702",South Lauren,38964,Liechtenstein,1996-03-23,29,M,3597462926065173,Diners Club / Carte Blanche,06/34,3844.33,Entreprise,5,1758.86,2023-02-27,design,Sport,7,351.77,4,2,85.6,Très mécontent,False,Carte bancaire,Inactif
e206a7da-7b69-4533-81aa-e7874bba1ab6,Nielsen,Kara,vaughndeborah@yahoo.com,2437478859,"4096 Tina Landing, Michaelfort, MI 27827",Johnville,88750,Ecuador,1957-04-22,68,F,349569842327425,VISA 16 digit,10/34,2299.14,Particulier,0,0.0,2023-07-17,hotel,Alimentation,0,0.0,5,1,34.91,Mécontent,False,Paypal,Suspendu
f85b8e2b-d4a3-4564-a30c-2ce3b289c27e,Oneal,Raymond,ryanhouse@gmail.com,002.123.2428,"59481 Smith Falls Suite 361, New Nicolefurt, MN 75585",East Jasonbury,93604,Iran,1940-09-16,85,F,2234904108096683,Diners Club / Carte Blanche,10/27,4322.79,Particulier,7,1220.04,2023-04-02,step,Maison,7,174.29,65,3,212.41,Très mécontent,True,Virement,Inactif
895cf872-cf69-4727-b290-79b872f55245,Olson,Connie,maydavid@yahoo.com,001-425-625-1802x65545,"54372 Martin Ranch, Davenportton, NJ 85700",Haydenbury,54126,Australia,1938-01-17,87,F,2600656631756656,JCB 16 digit,02/29,1511.16,Entreprise,5,1681.71,2024-08-06,investment,Sport,3,336.34,13,2,162.07,Neutre,True,Virement,Inactif
ee5556f4-2197-4386-ad7a-454bb35a8bd4,Paul,Michael,larry13@gmail.com,001-418-823-2540x70792,"224 Navarro Well Suite 928, North Rachelland, AZ 35428",South James,87562,Algeria,2003-01-04,22,M,4988748965169,VISA 16 digit,05/25,3488.87,Entreprise,18,2582.26,2023-04-08,add,Alimentation,4,143.46,88,3,513.11,Très mécontent,True,Virement,Suspendu
6a8e2ef5-ac91-4442-b2cd-885bdb37cc32,Ray,Sarah,jennifer98@phillips.net,+1-548-726-7828x03028,"8652 Graves Hills Suite 942, West Kimberlyside, MD 33490",Toddview,07272,Honduras,1973-12-03,52,F,2640270664108157,VISA 13 digit,01/33,1786.64,Particulier,8,550.96,2023-02-17,section,Mode,3,68.87,4,1,43.78,Mécontent,True,Cryptomonnaie,Actif
1dad44f5-33e2-4d72-a1f7-d9fe4b8eea73,Walker,Kimberly,millsamber@gmail.com,8883450651,"84567 Brock Flats, Sergioshire, PA 14177",Colonfurt,14427,Saint Kitts and Nevis,1968-02-18,57,M,2251955687540176,Mastercard,06/29,380.17,Particulier,11,4302.13,2023-02-17,more,Mode,8,391.1,20,0,0.0,Satisfait,False,Paypal,Actif
16fcb1d8-ce61-47ff-a2ee-02a238847027,Simon,Tanner,joseph17@yahoo.com,001-051-951-5870x98514,"7636 Devon Village, Vasquezbury, SD 23922",Janetville,85519,Oman,2007-01-30,18,F,4325106845669,American Express,09/25,3468.53,Particulier,17,8057.84,2024-03-01,manager,Électronique,4,473.99,29,1,192.13,Très satisfait,True,Virement,Suspendu
08669c53-1e1e-448a-9266-ead7690a4c67,Nunez,Teresa,harmonmason@hotmail.com,(165)040-6493,"8140 Hamilton Mall Suite 372, Williamsborough, ME 89419",Hendersonfort,87700,Mauritius,1975-11-05,50,F,213151732222843,Diners Club / Carte Blanche,12/31,3934.33,Particulier,9,2223.9,2024-07-27,able,Électronique,1,247.1,98,2,133.14,Neutre,True,Cryptomonnaie,Suspendu
81e49eac-e4c2-42f1-a5a9-42ce9e130b78,Johnson,Joseph,nsweeney@gmail.com,001-558-581-5510x3149,"82330 Tiffany Green Suite 332, Kellyborough, NH 90354",Ryanburgh,15839,Liechtenstein,1963-11-11,62,F,3511144700462387,Mastercard,11/31,3317.48,Particulier,3,771.41,2024-05-10,one,Maison,1,257.14,73,0,0.0,Satisfait,False,Virement,Actif
e1e69087-78c4-4d21-9b2b-e4e63f6038ec,Hall,Seth,ashley46@hotmail.com,+1-632-760-1410x15149,"8359 Amy Park, New Sara, GA 83388",Ruthport,20499,Ireland,1934-11-13,91,M,676132885366,VISA 13 digit,07/32,2827.16,Particulier,15,4842.48,2023-08-28,positive,Maison,7,322.83,27,0,0.0,Très mécontent,False,Carte bancaire,Actif
2f013e0f-50f8-4043-b077-eb00592375ea,York,Joseph,aguilarrichard@hotmail.com,001-051-887-7103x60831,"7896 Scott Prairie, Sharonchester, AZ 09448",South Lisachester,18869,Latvia,1941-10-15,84,F,370649053755753,VISA 19 digit,02/27,76.45,Particulier,20,7608.35,2024-10-17,individual,Sport,0,380.42,70,4,270.64,Neutre,False,Carte bancaire,Suspendu
8136c029-494c-42f3-86f5-f5330a9c8740,Robinson,Jane,dmarsh@patterson.biz,698-044-8544,"35037 Swanson Dale Suite 467, West Chadfurt, FL 04638",Port Andrea,33778,New Zealand,1975-10-22,50,M,379916060748712,VISA 19 digit,03/28,4390.73,Entreprise,14,6923.02,2023-10-26,nor,Alimentation,10,494.5,68,0,0.0,Très satisfait,True,Cryptomonnaie,Suspendu
97ef1bcb-c0ff-445b-8da8-9b90183065ee,Jacobson,Connie,ellisian@hotmail.com,001-776-256-0527x910,"Unit 7841 Box 5097, DPO AE 83256",Lake Jasmine,43626,Hungary,1993-12-07,32,F,4243141533141140,American Express,03/32,3375.63,Entreprise,8,792.86,2023-11-05,other,Électronique,10,99.11,17,3,549.82,Neutre,True,Virement,Actif
7b99a49f-f374-4a8e-9faf-4e73dfad13f8,Reed,Dean,pdawson@leonard.com,043.541.1745x792,"1994 Frye Heights, South Amanda, OK 37325",Bradleyville,16324,Tanzania,2001-12-21,24,M,676216976891,JCB 15 digit,02/28,4550.74,Entreprise,7,2490.88,2023-05-02,player,Sport,7,355.84,54,2,32.08,Neutre,True,Paypal,Actif
78c8df28-dc9c-4bee-b050-97c1c57bf666,Garcia,Laura,operez@evans-navarro.com,+1-854-638-0923x32026,"USCGC Collier, FPO AE 70128",Fordside,38349,Bangladesh,1988-06-20,37,M,4987889646070040894,Mastercard,11/26,789.57,Particulier,2,123.4,2024-09-21,understand,Sport,2,61.7,35,2,206.3,Neutre,True,Carte bancaire,Actif
7a71f9b1-f3c6-4d0c-955f-76cda3dbdf75,Chen,Cheryl,jacksonfred@gmail.com,258-334-8228,"02626 Mark Parkways Apt. 033, Coxmouth, WV 22034",South Cody,62162,Bouvet Island (Bouvetoya),1997-07-18,28,M,341036573581149,JCB 15 digit,10/32,271.05,Entreprise,5,839.76,2023-10-27,know,Mode,2,167.95,60,5,946.74,Satisfait,False,Cryptomonnaie,Suspendu
b266d0a8-6377-45fc-9f55-5ce24de509a6,Martinez,Diana,pbowen@carter-hall.com,001-342-005-1965,"6866 Miller Locks, Eugenemouth, AK 35368",South Ariel,24366,Ecuador,1948-11-06,77,F,2273431990646468,VISA 16 digit,12/31,332.61,Entreprise,15,841.0,2023-12-28,hit,Mode,3,56.07,89,5,431.42,Très mécontent,False,Cryptomonnaie,Suspendu
0cc5e75d-7f7a-4841-a571-a5a56df607ca,Calderon,Jerry,kellyhoward@yahoo.com,322.318.3730,"17642 Johnson Crescent Apt. 588, Franklinfort, LA 02408",Haydentown,86778,United States of America,1947-03-07,78,F,2547157220414076,JCB 16 digit,04/27,2950.01,Entreprise,16,4081.08,2023-06-23,either,Mode,0,255.07,49,3,361.39,Très satisfait,False,Cryptomonnaie,Actif
1904a895-0dc9-456d-8cac-477813e5d9d2,Garcia,Sara,nichole28@gmail.com,107.026.7736x70903,"39805 Sanchez Inlet Apt. 401, Morenomouth, NH 51330",New Anthony,99293,Bouvet Island (Bouvetoya),1967-12-08,58,F,3591819280271851,JCB 15 digit,07/34,1231.24,Particulier,15,4708.06,2024-09-20,quality,Alimentation,4,313.87,5,4,461.34,Neutre,False,Carte bancaire,Inactif
0ecb4dc7-baad-48c7-9955-f23a78b4529b,Wright,Darryl,carlsonpaul@young.com,060.359.8162,"50164 Robert Orchard Apt. 807, West Michaelhaven, VA 77095",Mejiahaven,08109,Maldives,1977-10-24,48,M,4939627554013787,American Express,04/28,3392.82,Entreprise,10,4422.23,2023-09-13,chance,Sport,4,442.22,72,3,531.2,Très mécontent,False,Carte bancaire,Actif
54a8c781-394b-42c1-b82e-764c2972b4ba,Vaughan,Tamara,timothy26@collins.com,001-196-246-5366x95381,"18029 Banks Islands, Melissachester, WY 66315",North Jerryport,79542,Bermuda,1964-06-03,61,F,4756087486303281109,Mastercard,08/33,4793.16,Particulier,7,2743.76,2024-12-04,shake,Maison,1,391.97,45,5,143.56,Très satisfait,True,Paypal,Actif
b5a60762-d5d0-4023-986f-79336a09e6d3,Williams,David,mhines@gmail.com,(783)802-0662x5282,"48908 Johnson Garden Apt. 427, Monroefort, MO 72542",West Rebekahfort,82552,Mauritania,1997-04-05,28,M,6011566787719909,JCB 16 digit,03/34,3824.15,Entreprise,17,6665.24,2024-02-06,read,Alimentation,0,392.07,63,0,0.0,Très satisfait,False,Carte bancaire,Suspendu
