ClientID,Email,Téléphone,Pays,Âge,NuméroCarteCrédit,TypeClient,NombreAchats,MontantTotalAchats,DernierAchat,ProduitPréféré,CatégorieProduitPréféré,FréquenceAchatMensuel,PanierMoyen,ScoreFidélité,NombreRemboursements,MontantTotalRemboursé,AvisClient,AbonnementNewsletter,TypePaiementFavori,Bénéfice,Fidélité
28bab72c-9ea5-4fd8-a816-0a48e028b3ad,amber72@example.org,***.***.****,Greece,"(50.0, 70.0]",**************,Particulier,20,3458.0,2023-08-25,energy,Électronique,2,172.9,18,5,830.83,Mécontent,False,Carte bancaire,2627.17,Très faible
75706bec-d778-4e2f-b387-5840a74d6860,qporter@example.net,(***)***-****x***,Austria,"(30.0, 50.0]",****************,Particulier,11,2308.55,2024-12-15,blood,Sport,3,209.87,88,4,525.92,Mécontent,True,Cryptomonnaie,1782.63,Très fort
97516d6e-95d8-48b5-9e3b-d41378a568cc,edavis@example.org,***.***.****,Peru,"(70.0, 99.0]",****************,Particulier,6,2741.63,2024-12-24,age,Sport,7,456.94,90,0,0.0,Mécontent,True,Virement,2741.63,Très fort
7890abda-cbf3-4bca-bf0c-484f0638bc29,charlesshort@example.com,***.***.****x***,Timor-Leste,"(50.0, 70.0]",*******************,Entreprise,14,6432.65,2024-11-18,pretty,Alimentation,5,459.47,47,5,983.0,Satisfait,False,Cryptomonnaie,5449.65,Moyen
1269e9d1-52cb-4888-a0aa-0e08aa7f9abe,fwilliams@example.com,(***)***-****,Faroe Islands,"(30.0, 50.0]",****************,Particulier,19,8770.34,2024-04-26,with,Sport,4,461.6,86,2,264.81,Satisfait,False,Carte bancaire,8505.53,Très fort
6edb28bb-ebd7-4b5a-9a9e-fcf2da26b7c4,tcrawford@example.net,+*-***-***-****x*****,Turks and Caicos Islands,"(50.0, 70.0]",****************,Entreprise,5,1499.45,2023-07-26,front,Sport,7,299.89,88,3,376.84,Neutre,True,Carte bancaire,1122.6100000000001,Très fort
c6803ae9-9323-43ab-9213-afd84be7721b,dorseycharles@example.org,***.***.****x***,Isle of Man,"(30.0, 50.0]",***************,Particulier,6,1235.35,2023-05-01,resource,Mode,7,205.89,6,0,0.0,Très satisfait,False,Cryptomonnaie,1235.35,Très faible
c130d1db-2356-4ea5-a41b-406b2d2bf59d,hillpaul@example.net,***-***-***-****x***,Philippines,"(17.999, 30.0]",****************,Particulier,18,1487.44,2024-10-16,to,Mode,5,82.64,68,5,757.31,Mécontent,False,Carte bancaire,730.1300000000001,Fort
87464aaf-e18d-4f4e-8ff1-ce8ba19eaec2,jennifer80@example.com,***-***-****x***,Haiti,"(30.0, 50.0]",************,Particulier,13,4946.55,2024-09-18,face,Électronique,8,380.5,92,4,762.79,Neutre,False,Virement,4183.76,Très fort
1e816471-806d-4a6b-9bcd-f57c7c093ced,gregorycastillo@example.net,**********,United States of America,"(70.0, 99.0]",************,Entreprise,15,1025.3,2023-08-26,by,Mode,0,68.35,65,0,0.0,Très mécontent,True,Cryptomonnaie,1025.3,Fort
4aadfdb8-9f93-4d58-8f70-20fd2a35c998,jason43@example.org,***.***.****x****,Kiribati,"(30.0, 50.0]",****************,Entreprise,19,2311.0,2024-02-17,you,Maison,8,121.63,32,3,408.46,Satisfait,True,Cryptomonnaie,1902.54,Faible
5cbd79ae-aab7-4532-8121-e2aefd40716f,adamszachary@example.net,(***)***-****x*****,Guatemala,"(30.0, 50.0]",***************,Particulier,5,547.8,2024-06-20,such,Électronique,1,109.56,15,0,0.0,Satisfait,True,Paypal,547.8,Très faible
0302ff05-2b27-4e76-86e3-af7880e95961,zjohnson@example.net,***-***-***-****,Malta,"(30.0, 50.0]",****************,Entreprise,3,48.23,2023-12-16,change,Mode,4,16.08,74,2,26.51,Très satisfait,False,Virement,21.719999999999995,Fort
dcd73312-dc31-47ed-ba30-a8953624bdde,steven00@example.net,***-***-****x*****,Senegal,"(70.0, 99.0]",***************,Particulier,6,570.73,2023-06-22,college,Maison,3,95.12,60,5,323.24,Très satisfait,False,Carte bancaire,247.49,Moyen
e9b95cc6-94e5-4e82-b472-5a397ecadd7f,michael15@example.net,+*-***-***-****x***,Ecuador,"(30.0, 50.0]",**************,Entreprise,13,3784.85,2023-11-11,important,Alimentation,0,291.14,94,0,0.0,Mécontent,True,Carte bancaire,3784.85,Très fort
905c8006-196a-41c5-99a4-6872bdae7eae,romansusan@example.org,***-***-***-****x****,Cuba,"(70.0, 99.0]",****************,Particulier,5,787.55,2025-01-29,director,Sport,1,157.51,84,1,67.15,Très mécontent,False,Virement,720.4,Très fort
92a83bb1-eaa8-48f0-a23e-a5b797b399e4,davismark@example.com,***-***-***-****x*****,Philippines,"(70.0, 99.0]",****************,Particulier,20,8932.3,2024-01-12,reality,Alimentation,4,446.61,86,5,376.45,Très satisfait,True,Cryptomonnaie,8555.849999999999,Très fort
05d3796f-c53c-4489-90d9-cf2110490308,fullerkerri@example.org,***-***-****x***,Thailand,"(50.0, 70.0]",****************,Entreprise,19,8251.14,2024-10-04,money,Électronique,9,434.27,22,4,23.62,Très satisfait,False,Virement,8227.519999999999,Faible
b776cabc-f023-4a14-9bd0-dbf56261070b,lutzmelinda@example.net,***-***-***-****x*****,Mayotte,"(70.0, 99.0]",****************,Particulier,19,4469.02,2024-05-14,fact,Mode,5,235.21,46,1,28.36,Satisfait,True,Carte bancaire,4440.660000000001,Moyen
8be18d63-c41b-4b07-a939-7cfdeda560f9,briggspatricia@example.org,+*-***-***-****x*****,Guam,"(50.0, 70.0]",****************,Particulier,5,344.47,2023-11-21,base,Maison,4,68.89,52,4,249.09,Très satisfait,False,Virement,95.38000000000002,Moyen
e061c9a7-080b-45fa-b742-eef3c5009f70,morgananthony@example.org,***.***.****,Ireland,"(50.0, 70.0]",**************,Particulier,13,4833.97,2023-03-09,this,Alimentation,0,371.84,16,3,95.46,Neutre,False,Paypal,4738.51,Très faible
b09dab24-86d0-4347-9282-51414bf26a42,christophermunoz@example.com,***-***-****x***,Botswana,"(70.0, 99.0]",**************,Entreprise,1,124.59,2023-11-03,coach,Mode,10,124.59,27,1,79.36,Très mécontent,True,Cryptomonnaie,45.230000000000004,Faible
32adaa25-a2c6-4558-8219-381a46cf7b4b,walterpatterson@example.net,***-***-***-****,Zimbabwe,"(17.999, 30.0]",****************,Entreprise,8,3105.59,2023-08-28,consumer,Mode,0,388.2,62,2,350.64,Très satisfait,True,Paypal,2754.9500000000003,Fort
f0dbc5f8-d9ca-44c9-83fe-53e74da2be75,ianroberts@example.net,(***)***-****x*****,Bahrain,"(70.0, 99.0]",***************,Particulier,4,1306.71,2024-08-19,also,Alimentation,4,326.68,16,2,244.12,Très satisfait,False,Carte bancaire,1062.5900000000001,Très faible
f0f2627d-3615-4c04-8885-42cc979647e2,ortizashley@example.net,***-***-****x*****,Greece,"(30.0, 50.0]",*************,Entreprise,19,2745.18,2024-05-28,loss,Maison,6,144.48,81,0,0.0,Mécontent,False,Cryptomonnaie,2745.18,Très fort
9cfc8ff0-8735-4bf9-b71b-ee7205ddf585,erika16@example.com,***-***-***-****,United States Minor Outlying Islands,"(30.0, 50.0]",****************,Particulier,13,5973.75,2024-02-17,beautiful,Électronique,5,459.52,41,4,343.28,Très satisfait,False,Paypal,5630.47,Moyen
22a54ea5-4e8b-488a-b2d2-63fc9301b36c,deanna91@example.org,(***)***-****x*****,Algeria,"(17.999, 30.0]",*************,Particulier,14,449.38,2023-08-24,reach,Maison,1,32.1,46,4,411.39,Neutre,False,Carte bancaire,37.99000000000001,Moyen
b2a6e579-30e0-478a-a381-cd14b600648f,sharon25@example.org,**********,Namibia,"(50.0, 70.0]",************,Particulier,14,2463.32,2023-11-08,four,Mode,6,175.95,74,5,798.05,Très satisfait,False,Cryptomonnaie,1665.2700000000002,Fort
3b9a2b7e-1cc1-4581-8440-f782bfef2322,christinemoore@example.net,***-***-****,China,"(70.0, 99.0]",*******************,Entreprise,3,1148.62,2023-07-29,who,Électronique,9,382.87,69,3,433.67,Mécontent,True,Carte bancaire,714.9499999999998,Fort
2cfbc499-2e99-46c3-8a71-2b06618caa26,vfoster@example.org,+*-***-***-****x*****,Turkmenistan,"(30.0, 50.0]",****************,Entreprise,2,641.23,2023-04-27,father,Sport,2,320.62,88,2,22.85,Mécontent,False,Virement,618.38,Très fort
52519f41-2688-45e6-8b7f-544568f86a3e,jonathanbass@example.net,***.***.****,Iran,"(30.0, 50.0]",***************,Particulier,14,241.28,2024-11-26,establish,Maison,2,17.23,12,2,146.64,Très satisfait,True,Virement,94.64000000000001,Très faible
9938540e-2702-465f-9b5f-638901989f01,timothy99@example.net,+*-***-***-****x***,Palestinian Territory,"(70.0, 99.0]",****************,Particulier,17,516.67,2023-12-18,this,Électronique,9,30.39,8,1,196.77,Très satisfait,False,Carte bancaire,319.9,Très faible
dbc14b37-9a8c-455d-8020-e4797819802f,newmanjames@example.org,+*-***-***-****x***,Saint Kitts and Nevis,"(17.999, 30.0]",************,Entreprise,18,3090.16,2024-02-16,business,Alimentation,2,171.68,92,5,843.76,Très satisfait,True,Virement,2246.3999999999996,Très fort
c5a42aac-1f20-463d-8e77-9d89e5e2bbfb,smithsteven@example.net,***.***.****x*****,Malaysia,"(17.999, 30.0]",**************,Particulier,8,45.4,2025-01-05,such,Électronique,5,5.67,96,1,7.02,Satisfait,False,Paypal,38.379999999999995,Très fort
389f6701-80a4-4bcf-876a-3c3af1aea7e4,hwatkins@example.com,***-***-****x****,Nepal,"(50.0, 70.0]",*************,Particulier,3,270.65,2023-02-20,clearly,Sport,1,90.22,31,1,196.07,Mécontent,False,Virement,74.57999999999998,Faible
b2dba2e7-b61a-4e45-b91e-cb49028f03c7,amandabarnett@example.org,***-***-****,Iraq,"(17.999, 30.0]",**************,Particulier,12,5320.37,2023-05-08,structure,Maison,0,443.36,93,4,615.17,Très mécontent,False,Cryptomonnaie,4705.2,Très fort
e1601c32-2071-4ce5-8937-c8c4a73189b4,gmorgan@example.net,**********,Haiti,"(70.0, 99.0]",************,Particulier,5,920.0,2023-06-15,picture,Alimentation,6,184.0,47,2,86.6,Satisfait,True,Paypal,833.4,Moyen
9ad52c8f-e84d-4c88-87ea-1b3d49d8cc43,lopezjames@example.com,***-***-****x****,Latvia,"(50.0, 70.0]",****************,Entreprise,18,5289.99,2023-02-16,dog,Mode,0,293.89,37,5,231.3,Très mécontent,False,Paypal,5058.69,Faible
71e85a35-9eea-4e9e-9690-8a9f51237292,hjohnson@example.org,***-***-****x***,Portugal,"(50.0, 70.0]",***************,Particulier,15,794.35,2024-12-01,argue,Mode,10,52.96,87,3,338.9,Mécontent,False,Paypal,455.45000000000005,Très fort
82cbd016-fe64-41be-a370-03dcf55d6d0a,pamela05@example.net,***-***-****x*****,Macedonia,"(70.0, 99.0]",****************,Particulier,20,1224.31,2024-02-03,every,Électronique,10,61.22,12,3,546.65,Neutre,True,Paypal,677.66,Très faible
993027fd-5cc5-41e7-8f58-b5ab7b48e6e5,jessica95@example.net,+*-***-***-****x****,Bhutan,"(30.0, 50.0]",**************,Particulier,8,3685.77,2023-09-25,Congress,Mode,0,460.72,70,2,134.29,Mécontent,True,Virement,3551.48,Fort
e3e41ac9-7d83-490c-abd6-38f8a11ba2b2,masonmatthew@example.net,***-***-****x*****,Swaziland,"(30.0, 50.0]",***************,Particulier,18,8110.86,2024-07-16,not,Maison,5,450.6,92,1,185.09,Très mécontent,True,Carte bancaire,7925.7699999999995,Très fort
e65c8516-7ade-458f-8962-1b21656f5169,finleyjustin@example.com,***.***.****,Cote d'Ivoire,"(70.0, 99.0]",***************,Particulier,15,1389.58,2023-06-13,attorney,Mode,0,92.64,27,2,192.87,Mécontent,False,Paypal,1196.71,Faible
5c3550ce-a0d6-42fd-8414-d69e161fc7c1,djohns@example.org,***.***.****x****,Tokelau,"(50.0, 70.0]",****************,Entreprise,18,5423.59,2024-10-06,certainly,Alimentation,7,301.31,67,4,173.05,Satisfait,True,Carte bancaire,5250.54,Fort
a95e1cf5-f0b5-450a-aaed-c86f3d562217,tina71@example.org,+*-***-***-****x****,Senegal,"(70.0, 99.0]",***************,Particulier,7,1044.38,2024-09-05,prepare,Alimentation,2,149.2,69,3,343.86,Neutre,True,Virement,700.5200000000001,Fort
e4934163-476e-43e6-8faf-1d7054402b75,matthewking@example.net,***-***-***-****,Norfolk Island,"(30.0, 50.0]",****************,Entreprise,12,3409.76,2024-12-27,oil,Mode,1,284.15,35,0,0.0,Neutre,True,Cryptomonnaie,3409.76,Faible
64b557da-1e3a-41f1-8362-291dddac3b85,xbailey@example.com,***-***-****x*****,Italy,"(70.0, 99.0]",****************,Entreprise,7,1778.1,2023-08-18,able,Maison,6,254.01,79,4,232.27,Neutre,False,Cryptomonnaie,1545.83,Fort
5269d664-0960-474a-a3aa-9016330c2120,kristin60@example.org,***-***-****x****,Korea,"(70.0, 99.0]",****************,Entreprise,15,6780.08,2024-11-08,local,Électronique,10,452.01,22,2,341.35,Satisfait,False,Paypal,6438.73,Faible
0f16ce98-0543-4eb9-8020-64705fedc1d6,whitejared@example.com,+*-***-***-****,Somalia,"(17.999, 30.0]",****************,Particulier,6,2725.92,2023-02-22,successful,Maison,0,454.32,59,0,0.0,Mécontent,False,Paypal,2725.92,Moyen
da4f6d95-856d-4ac1-8dce-fdbc741e9b1e,brownmichael@example.net,***-***-***-****,Tanzania,"(70.0, 99.0]",****************,Particulier,7,3079.46,2024-04-24,move,Alimentation,2,439.92,37,4,592.42,Satisfait,False,Virement,2487.04,Faible
f9edc78f-7d49-4cb6-a8af-6a830016f798,icobb@example.com,***-***-****x****,Philippines,"(70.0, 99.0]",****************,Particulier,5,2289.1,2023-08-15,keep,Électronique,3,457.82,95,1,188.02,Très mécontent,False,Virement,2101.08,Très fort
44a78ac0-701a-43e2-9e65-000aa19e7dc3,angela10@example.net,+*-***-***-****x*****,Turks and Caicos Islands,"(30.0, 50.0]",*************,Particulier,2,964.8,2024-04-05,walk,Sport,1,482.4,19,0,0.0,Neutre,True,Virement,964.8,Très faible
5a74ccf1-c2e9-4220-a638-6843cdd0defc,qkline@example.net,(***)***-****x*****,Belarus,"(50.0, 70.0]",*************,Particulier,7,272.61,2024-02-12,a,Mode,4,38.94,56,2,205.59,Mécontent,False,Virement,67.02000000000001,Moyen
f68fc63f-c06e-4dc4-b708-9d84c0bc9254,glopez@example.org,***-***-****,Saint Helena,"(70.0, 99.0]",*******************,Entreprise,5,495.03,2024-02-26,operation,Mode,0,99.01,41,0,0.0,Satisfait,False,Cryptomonnaie,495.03,Moyen
fb79e23f-e485-4ac1-bcbd-bfd14f94358c,kylejohnson@example.org,**********,Grenada,"(70.0, 99.0]",****************,Entreprise,9,781.51,2023-05-28,begin,Électronique,8,86.83,64,2,149.19,Très mécontent,False,Virement,632.3199999999999,Fort
300223e8-0afa-4bc6-9a51-a9e7d3f57ab2,chris89@example.org,***-***-****x****,Guadeloupe,"(50.0, 70.0]",****************,Entreprise,13,2859.37,2023-12-30,bed,Sport,3,219.95,26,1,130.34,Neutre,False,Carte bancaire,2729.0299999999997,Faible
6e92c39f-5104-48ca-9380-b4704c0ddbe5,bcarter@example.com,(***)***-****,Morocco,"(70.0, 99.0]",****************,Particulier,17,1471.02,2023-03-03,age,Sport,3,86.53,22,0,0.0,Très satisfait,False,Virement,1471.02,Faible
a894c30d-3426-4484-b20a-31034166b141,coopermichelle@example.net,***-***-****x****,Taiwan,"(30.0, 50.0]",**************,Particulier,18,8303.45,2023-02-24,loss,Électronique,1,461.3,11,4,118.19,Neutre,False,Cryptomonnaie,8185.260000000001,Très faible
5084c53f-03b0-4844-80cb-f8032944b4e4,jordan55@example.net,(***)***-****x***,Guernsey,"(30.0, 50.0]",****************,Particulier,9,2901.08,2025-01-16,involve,Mode,4,322.34,19,3,125.6,Mécontent,True,Paypal,2775.48,Très faible
1ff987ae-a581-47a0-822b-130413f12561,nwallace@example.com,(***)***-****x***,Nauru,"(50.0, 70.0]",****************,Entreprise,1,184.99,2024-09-10,out,Mode,1,184.99,11,1,116.3,Neutre,True,Virement,68.69000000000001,Très faible
8ea60a10-23b9-4f26-a942-7c525b2f3482,kerri63@example.org,(***)***-****,Luxembourg,"(70.0, 99.0]",****************,Particulier,6,744.4,2024-03-18,I,Maison,8,124.07,43,1,175.54,Satisfait,True,Paypal,568.86,Moyen
e48b89db-4012-4f32-b5c2-98c0c2486f05,cvega@example.net,**********,Latvia,"(30.0, 50.0]",************,Entreprise,6,1459.47,2023-07-17,around,Maison,2,243.25,4,3,206.41,Neutre,True,Cryptomonnaie,1253.06,Très faible
1090b991-b792-4e39-9faf-cdbb8a5ec81d,laura86@example.org,**********,French Guiana,"(50.0, 70.0]",***************,Particulier,20,6689.59,2024-09-23,know,Électronique,0,334.48,34,5,594.05,Très satisfait,False,Paypal,6095.54,Faible
97067eb4-d7cc-4d6c-8a3f-5288c6688e9c,michaelgreen@example.net,+*-***-***-****,Denmark,"(30.0, 50.0]",****************,Particulier,19,241.69,2023-07-27,assume,Maison,9,12.72,29,0,0.0,Mécontent,True,Carte bancaire,241.69,Faible
6c9fc01f-5026-4529-bd29-fe758c79edb2,davidbradley@example.net,***-***-***-****x*****,Australia,"(70.0, 99.0]",*******************,Entreprise,16,5922.37,2023-07-13,prepare,Alimentation,8,370.15,22,3,126.32,Satisfait,False,Paypal,5796.05,Faible
a3253e90-3275-45e2-a43c-afb365f4bd80,kirbysheila@example.net,+*-***-***-****x*****,Bangladesh,"(50.0, 70.0]",****************,Particulier,4,444.67,2023-12-04,identify,Sport,3,111.17,36,0,0.0,Très mécontent,True,Carte bancaire,444.67,Faible
b542e9a8-c89f-41c2-92cd-759ec9585832,morgandebbie@example.org,***.***.****x*****,Holy See (Vatican City State),"(17.999, 30.0]",****************,Particulier,16,3817.39,2024-04-22,various,Mode,6,238.59,54,4,496.02,Mécontent,True,Paypal,3321.37,Moyen
9d4aa93d-7a35-45b6-84ef-195bc0f6f8fd,williamsalazar@example.com,***.***.****,Turkmenistan,"(70.0, 99.0]",***************,Particulier,4,524.5,2023-09-26,several,Sport,9,131.12,45,3,454.83,Neutre,False,Cryptomonnaie,69.67000000000002,Moyen
89498ad3-393d-4680-a62c-ca5f1be5faea,qbaxter@example.org,***-***-****,Guadeloupe,"(30.0, 50.0]",***************,Entreprise,20,3557.55,2024-05-29,moment,Maison,7,177.88,16,3,571.12,Très mécontent,False,Carte bancaire,2986.4300000000003,Très faible
acc943f1-2767-4817-b3fa-2493e29bd572,nberg@example.net,***-***-****,Albania,"(30.0, 50.0]",***************,Entreprise,12,4860.28,2023-05-26,analysis,Électronique,2,405.02,89,4,409.32,Neutre,False,Cryptomonnaie,4450.96,Très fort
ef935964-af95-4735-9bc4-7a0447c37534,ravenbarr@example.com,***-***-***-****,Mexico,"(17.999, 30.0]",****************,Entreprise,17,1505.32,2023-02-21,social,Électronique,10,88.55,16,0,0.0,Neutre,False,Virement,1505.32,Très faible
94dc9d2a-aa31-43f6-a2b0-ff2b0ba82a64,alicia08@example.com,+*-***-***-****x*****,San Marino,"(17.999, 30.0]",***************,Entreprise,12,5437.94,2025-01-17,choice,Électronique,3,453.16,74,4,55.1,Neutre,False,Cryptomonnaie,5382.839999999999,Fort
5ed2e519-3ab3-481e-a646-22027a39dc36,allenmorris@example.net,+*-***-***-****x****,Cameroon,"(50.0, 70.0]",****************,Entreprise,13,4813.02,2023-03-11,land,Mode,10,370.23,34,4,670.28,Mécontent,True,Paypal,4142.740000000001,Faible
3e7e3c2c-3308-44a2-8e3c-4b6b2698828d,jhall@example.net,***-***-****x***,Macao,"(70.0, 99.0]",****************,Entreprise,6,659.5,2024-04-28,look,Maison,1,109.92,81,0,0.0,Mécontent,True,Cryptomonnaie,659.5,Très fort
03db36a0-af06-4c9c-9835-48b07a77a378,christopherfuentes@example.org,***-***-****,Bahrain,"(17.999, 30.0]",**************,Particulier,20,275.69,2024-08-18,board,Maison,3,13.78,93,2,125.64,Mécontent,True,Paypal,150.05,Très fort
2b18408a-0e70-48ba-b732-ea0cf5762cdf,speterson@example.com,(***)***-****x*****,French Guiana,"(50.0, 70.0]",****************,Entreprise,15,7305.75,2024-08-12,group,Électronique,1,487.05,29,0,0.0,Neutre,False,Cryptomonnaie,7305.75,Faible
6dae0b9e-f0a8-4157-89ef-161f7f0b7588,stricklandshelby@example.com,***-***-****,Fiji,"(17.999, 30.0]",****************,Particulier,5,973.97,2024-11-06,particularly,Électronique,5,194.79,62,4,301.24,Satisfait,True,Paypal,672.73,Fort
daa64ed9-e016-48ab-8ca8-e356af75cd82,david04@example.net,***.***.****x***,Saint Barthelemy,"(17.999, 30.0]",*******************,Particulier,14,5332.56,2024-05-20,impact,Mode,6,380.9,88,4,408.94,Très satisfait,False,Paypal,4923.620000000001,Très fort
d0cea388-a5b2-4cbf-a5ae-74a716f51cf2,lisa71@example.net,***-***-****,Liberia,"(70.0, 99.0]",**************,Entreprise,13,5611.41,2024-10-18,risk,Mode,7,431.65,43,1,5.78,Très mécontent,False,Carte bancaire,5605.63,Moyen
a0673581-169a-46cf-8a47-24721643644d,browncaroline@example.com,***-***-****x*****,Barbados,"(50.0, 70.0]",****************,Entreprise,8,2248.87,2023-11-02,support,Sport,1,281.11,57,1,57.46,Neutre,False,Carte bancaire,2191.41,Moyen
26bcc3d9-b2d2-4ec4-8a54-0035e84007d7,brownjacob@example.com,***-***-****,Sweden,"(17.999, 30.0]",**************,Particulier,18,6207.74,2024-11-25,contain,Maison,4,344.87,83,0,0.0,Satisfait,True,Carte bancaire,6207.74,Très fort
5b972f53-51af-462f-9846-129a4ed559cd,bryanthomas@example.com,***.***.****,Iran,"(70.0, 99.0]",**************,Entreprise,5,1587.55,2024-03-05,strategy,Sport,0,317.51,61,3,217.9,Satisfait,False,Cryptomonnaie,1369.6499999999999,Fort
44e930a6-d839-4527-8fbf-4dbb3140c508,ryan28@example.org,+*-***-***-****,Tuvalu,"(70.0, 99.0]",****************,Entreprise,12,3676.91,2023-09-21,economic,Maison,1,306.41,26,3,241.76,Très mécontent,False,Cryptomonnaie,3435.1499999999996,Faible
508f18e4-4bd5-4853-92d5-5e28e3c78af1,william67@example.org,***.***.****,Norway,"(50.0, 70.0]",****************,Entreprise,13,4427.88,2024-05-12,democratic,Sport,8,340.61,63,3,82.12,Satisfait,False,Cryptomonnaie,4345.76,Fort
ee92ea0d-37dc-4a36-adcb-4943c55e6c0a,xwhitney@example.net,(***)***-****x*****,Greenland,"(50.0, 70.0]",*******************,Entreprise,8,2047.15,2024-11-04,partner,Maison,8,255.89,33,2,308.28,Mécontent,False,Carte bancaire,1738.8700000000001,Faible
9fad6df9-064b-408e-85c8-7dee2f9c5551,poolewilliam@example.net,***-***-***-****x*****,Italy,"(17.999, 30.0]",****************,Entreprise,14,4409.59,2024-05-18,mind,Alimentation,10,314.97,14,3,591.97,Mécontent,False,Virement,3817.62,Très faible
89e7ac00-b096-4634-95bd-139b732d8218,blopez@example.net,**********,New Caledonia,"(30.0, 50.0]",**************,Particulier,6,499.47,2024-01-07,receive,Sport,9,83.25,3,3,91.34,Satisfait,True,Carte bancaire,408.13,Très faible
8d1227ea-c768-4328-89cf-7e947265c073,josephatkins@example.com,***.***.****x****,Belarus,"(30.0, 50.0]",****************,Entreprise,1,301.55,2023-02-23,subject,Sport,3,301.55,79,1,72.96,Satisfait,True,Carte bancaire,228.59000000000003,Fort
c2805702-4080-455c-989e-537a45007ccc,michaeldiaz@example.net,+*-***-***-****x****,Cook Islands,"(50.0, 70.0]",****************,Particulier,15,4618.89,2024-08-04,successful,Maison,3,307.93,20,2,368.59,Satisfait,False,Paypal,4250.3,Très faible
adaa0faf-d95c-4821-831e-03b663b6b999,qbrown@example.com,***-***-****x***,Latvia,"(30.0, 50.0]",****************,Entreprise,19,1393.31,2024-07-07,safe,Mode,10,73.33,16,0,0.0,Mécontent,False,Carte bancaire,1393.31,Très faible
f3fd687d-2cbb-4ef3-90ad-cdb8636abc1c,ashleymccormick@example.org,***.***.****x***,Sao Tome and Principe,"(30.0, 50.0]",***************,Particulier,13,3304.57,2023-04-01,building,Sport,7,254.2,96,2,152.56,Neutre,False,Paypal,3152.01,Très fort
905a5a7a-7e03-499e-918a-3d2a21721f51,jmunoz@example.net,***-***-****,Kazakhstan,"(50.0, 70.0]",************,Entreprise,20,2587.96,2023-11-03,artist,Sport,7,129.4,58,2,325.14,Très mécontent,True,Virement,2262.82,Moyen
a9fb19f6-898d-46f1-891f-e388cd906014,lori36@example.com,***-***-****,Austria,"(17.999, 30.0]",**************,Entreprise,6,1711.07,2024-04-07,collection,Sport,5,285.18,26,5,151.82,Mécontent,False,Virement,1559.25,Faible
d0ee6586-75b8-4b77-9c4a-f9aff67c3da5,dennis29@example.net,***.***.****,Jordan,"(50.0, 70.0]",************,Particulier,13,2616.84,2023-08-24,true,Maison,3,201.3,35,0,0.0,Mécontent,True,Virement,2616.84,Faible
0f9b9b72-30ba-4af3-9227-7cb838a80600,victoria21@example.com,***.***.****x***,Falkland Islands (Malvinas),"(30.0, 50.0]",****************,Entreprise,3,964.42,2025-01-19,way,Mode,3,321.47,71,3,260.4,Mécontent,False,Paypal,704.02,Fort
1c5f997c-ab2d-4d3f-8804-ab0cb32f26d7,lauraowen@example.org,***.***.****x***,Libyan Arab Jamahiriya,"(30.0, 50.0]",****************,Entreprise,17,4352.34,2023-03-17,claim,Maison,1,256.02,82,4,794.04,Mécontent,True,Virement,3558.3,Très fort
337e1cac-46e7-4696-ae78-e9f506ce96c7,tvega@example.com,***.***.****x****,Falkland Islands (Malvinas),"(30.0, 50.0]",****************,Entreprise,8,2112.57,2024-05-15,police,Mode,10,264.07,8,5,253.53,Très satisfait,True,Cryptomonnaie,1859.0400000000002,Très faible
d3f47c5d-f9be-4d6a-b29c-93606e2380fe,christian45@example.net,**********,Zambia,"(30.0, 50.0]",****************,Entreprise,19,877.46,2024-02-26,tough,Maison,0,46.18,12,0,0.0,Satisfait,False,Paypal,877.46,Très faible
69aa9583-7ab4-4e90-9d89-f7f5bdbedcea,joseph13@example.net,**********,Rwanda,"(30.0, 50.0]",*******************,Particulier,11,4198.49,2024-04-14,decade,Mode,9,381.68,86,5,769.44,Très satisfait,True,Paypal,3429.0499999999997,Très fort
c034c697-61b1-4c11-8c77-61749a662bab,rhonda54@example.com,***-***-****x***,Bahrain,"(70.0, 99.0]",**************,Particulier,14,4949.45,2024-09-01,instead,Maison,1,353.53,95,3,183.94,Mécontent,False,Virement,4765.51,Très fort
11d678af-fea7-41ed-b782-a0bc56e3bf3e,michael48@example.com,***.***.****,Bouvet Island (Bouvetoya),"(17.999, 30.0]",****************,Particulier,19,8778.64,2023-10-26,message,Mode,7,462.03,41,2,352.18,Très satisfait,True,Virement,8426.46,Moyen
cdf87418-dfc1-4455-b8e6-f0190ccf75f5,john46@example.net,(***)***-****,Gibraltar,"(50.0, 70.0]",****************,Particulier,20,2742.87,2025-02-10,region,Maison,10,137.14,70,2,226.96,Neutre,True,Cryptomonnaie,2515.91,Fort
21f370aa-4e4b-4256-b287-0a117aa378b9,nicholemoore@example.com,***-***-***-****x***,Netherlands Antilles,"(30.0, 50.0]",***************,Particulier,12,3835.3,2023-04-22,establish,Maison,6,319.61,2,1,86.4,Neutre,True,Cryptomonnaie,3748.9,Très faible
cbe15020-959d-444a-879e-8f5e5305e0fa,barajasemily@example.org,***-***-****x***,Liechtenstein,"(17.999, 30.0]",****************,Entreprise,5,1758.86,2023-02-27,design,Sport,7,351.77,4,2,85.6,Très mécontent,False,Carte bancaire,1673.26,Très faible
